Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1766848926.781651,8660,2,1
1,NewOrder,1766848926.782115,29723,3,1
2,Payment,1766848926.784179,7923,0,1
2,Payment,1766848926.788761,10384,1,1
1,NewOrder,1766848926.790330,24097,2,1
2,Payment,1766848926.792115,8215,0,1
2,Payment,1766848926.799170,7730,1,1
4,Delivery,1766848926.800338,59357,0,1
3,OrderStatus,1766848926.806926,2430,1,1
2,Payment,1766848926.809372,8337,1,1
2,Payment,1766848926.811857,12863,3,1
1,NewOrder,1766848926.814449,23226,2,1
3,OrderStatus,1766848926.817733,4620,1,1
2,Payment,1766848926.822377,12217,1,1
1,NewOrder,1766848926.824744,20774,3,1
1,NewOrder,1766848926.834622,49854,1,1
2,Payment,1766848926.837702,10712,2,1
1,NewOrder,1766848926.845539,37258,3,1
1,NewOrder,1766848926.848443,25023,2,1
2,Payment,1766848926.859723,13864,0,1
1,NewOrder,1766848926.873492,17875,2,1
2,Payment,1766848926.873610,9083,0,1
2,Payment,1766848926.882717,8614,0,1
2,Payment,1766848926.882803,6258,3,1
2,Payment,1766848926.884500,13351,1,1
1,NewOrder,1766848926.889085,40399,3,1
2,Payment,1766848926.891615,8549,2,1
1,NewOrder,1766848926.891628,17270,0,1
2,Payment,1766848926.897873,7408,1,1
1,NewOrder,1766848926.900288,20141,2,1
1,NewOrder,1766848926.905306,27511,1,1
5,StockLevel,1766848926.909094,2741,0,1
1,NewOrder,1766848926.911859,13627,0,1
1,NewOrder,1766848926.920459,33146,2,1
1,NewOrder,1766848926.925512,41068,0,1
1,NewOrder,1766848926.929643,46125,3,1
1,NewOrder,1766848926.932841,54515,1,1
2,Payment,1766848926.953641,18891,2,1
1,NewOrder,1766848926.966616,30378,0,1
1,NewOrder,1766848926.972561,22776,2,1
2,Payment,1766848926.975798,10791,3,1
2,Payment,1766848926.986613,14039,3,1
1,NewOrder,1766848926.987367,24287,1,1
2,Payment,1766848926.995362,7048,2,1
2,Payment,1766848926.997016,7262,0,1
1,NewOrder,1766848927.000859,27991,3,1
1,NewOrder,1766848927.002435,35030,2,1
1,NewOrder,1766848927.004298,27525,0,1
2,Payment,1766848927.011687,11381,1,1
1,NewOrder,1766848927.023092,32709,1,1
1,NewOrder,1766848927.028877,33936,3,1
1,NewOrder,1766848927.031850,35635,0,1
5,StockLevel,1766848927.037493,2573,2,1
2,Payment,1766848927.040082,13257,2,1
3,OrderStatus,1766848927.053371,3690,2,1
2,Payment,1766848927.055826,13530,1,1
2,Payment,1766848927.057083,8389,2,1
2,Payment,1766848927.062840,9011,3,1
2,Payment,1766848927.065507,7938,2,1
2,Payment,1766848927.067511,10178,0,1
2,Payment,1766848927.069382,8234,1,1
2,Payment,1766848927.071881,8590,3,1
1,NewOrder,1766848927.073466,16791,2,1
1,NewOrder,1766848927.077644,39467,1,1
1,NewOrder,1766848927.077695,50059,0,1
1,NewOrder,1766848927.080511,31104,3,1
4,Delivery,1766848927.090287,64459,2,1
1,NewOrder,1766848927.111654,23434,3,1
1,NewOrder,1766848927.117131,34582,1,1
1,NewOrder,1766848927.127781,22137,0,1
3,OrderStatus,1766848927.135140,2205,3,1
2,Payment,1766848927.137359,10968,3,1
1,NewOrder,1766848927.148350,55954,3,1
2,Payment,1766848927.150087,8679,0,1
1,NewOrder,1766848927.151723,46996,1,1
1,NewOrder,1766848927.154765,51605,2,1
2,Payment,1766848927.158787,13754,0,1
2,Payment,1766848927.172574,33609,0,1
2,Payment,1766848927.198749,14836,1,1
1,NewOrder,1766848927.204329,44129,3,1
1,NewOrder,1766848927.206205,33324,0,1
1,NewOrder,1766848927.206381,35868,2,1
2,Payment,1766848927.213613,12395,1,1
2,Payment,1766848927.226036,13311,1,1
2,Payment,1766848927.239372,14791,1,1
2,Payment,1766848927.239550,12933,0,1
3,OrderStatus,1766848927.242264,5221,2,1
3,OrderStatus,1766848927.247503,3083,2,1
2,Payment,1766848927.248473,12987,3,1
2,Payment,1766848927.250596,17354,2,1
2,Payment,1766848927.252496,13399,0,1
1,NewOrder,1766848927.254171,38493,1,1
1,NewOrder,1766848927.261485,34273,3,1
2,Payment,1766848927.265914,9741,0,1
3,OrderStatus,1766848927.267972,2597,2,1
2,Payment,1766848927.270589,10316,2,1
2,Payment,1766848927.275690,11887,0,1
1,NewOrder,1766848927.280926,20375,2,1
2,Payment,1766848927.287613,10967,0,1
2,Payment,1766848927.292702,11437,1,1
2,Payment,1766848927.295778,12061,3,1
2,Payment,1766848927.298595,12042,0,1
2,Payment,1766848927.301322,12225,2,1
1,NewOrder,1766848927.304161,41112,1,1
2,Payment,1766848927.307864,9466,3,1
2,Payment,1766848927.310659,9764,0,1
1,NewOrder,1766848927.313569,22807,2,1
1,NewOrder,1766848927.317358,42158,3,1
1,NewOrder,1766848927.320448,28067,0,1
4,Delivery,1766848927.336407,73262,2,1
1,NewOrder,1766848927.345309,40243,1,1
2,Payment,1766848927.348545,17464,0,1
2,Payment,1766848927.359545,9250,3,1
2,Payment,1766848927.366037,9310,0,1
2,Payment,1766848927.368830,9949,3,1
1,NewOrder,1766848927.375373,18646,0,1
1,NewOrder,1766848927.378805,27407,3,1
1,NewOrder,1766848927.385574,39270,1,1
1,NewOrder,1766848927.394057,34075,0,1
1,NewOrder,1766848927.406236,41969,3,1
1,NewOrder,1766848927.409699,34022,2,1
2,Payment,1766848927.424873,18120,1,1
2,Payment,1766848927.428160,11432,0,1
2,Payment,1766848927.439617,11734,0,1
1,NewOrder,1766848927.443015,29095,1,1
2,Payment,1766848927.443729,11106,2,1
2,Payment,1766848927.448225,9536,3,1
2,Payment,1766848927.451373,11550,0,1
2,Payment,1766848927.454859,13251,2,1
2,Payment,1766848927.457777,17392,3,1
1,NewOrder,1766848927.462949,32064,0,1
2,Payment,1766848927.468132,12037,2,1
3,OrderStatus,1766848927.472140,5819,1,1
2,Payment,1766848927.475187,11956,3,1
2,Payment,1766848927.477986,13958,1,1
2,Payment,1766848927.480193,14780,2,1
2,Payment,1766848927.487171,7891,3,1
1,NewOrder,1766848927.491971,40922,1,1
2,Payment,1766848927.494999,10322,2,1
1,NewOrder,1766848927.495020,27010,0,1
4,Delivery,1766848927.495082,65324,3,1
2,Payment,1766848927.505350,13948,2,1
2,Payment,1766848927.519335,7706,2,1
2,Payment,1766848927.522041,8219,0,1
1,NewOrder,1766848927.527064,35091,2,1
2,Payment,1766848927.530278,8502,0,1
1,NewOrder,1766848927.532914,18744,1,1
2,Payment,1766848927.538806,11845,0,1
1,NewOrder,1766848927.550684,25970,0,1
1,NewOrder,1766848927.551682,31706,1,1
1,NewOrder,1766848927.560434,26389,3,1
2,Payment,1766848927.562186,17624,2,1
2,Payment,1766848927.576688,14041,0,1
2,Payment,1766848927.579839,10876,2,1
3,OrderStatus,1766848927.583415,1742,1,1
1,NewOrder,1766848927.585169,24536,1,1
2,Payment,1766848927.586832,14246,3,1
1,NewOrder,1766848927.590729,32134,2,1
1,NewOrder,1766848927.590753,22933,0,1
1,NewOrder,1766848927.601102,28815,3,1
2,Payment,1766848927.609731,12861,1,1
1,NewOrder,1766848927.613715,23495,0,1
2,Payment,1766848927.622619,11075,1,1
1,NewOrder,1766848927.622869,25410,2,1
2,Payment,1766848927.629942,11284,3,1
2,Payment,1766848927.633714,11152,1,1
4,Delivery,1766848927.637234,74059,0,1
1,NewOrder,1766848927.641245,32885,3,1
1,NewOrder,1766848927.644890,51558,1,1
2,Payment,1766848927.648304,16343,2,1
1,NewOrder,1766848927.664685,41861,2,1
2,Payment,1766848927.674162,18351,3,1
1,NewOrder,1766848927.692812,35920,3,1
2,Payment,1766848927.696470,10178,1,1
2,Payment,1766848927.706585,14468,2,1
2,Payment,1766848927.706671,21864,1,1
2,Payment,1766848927.711322,13168,0,1
3,OrderStatus,1766848927.721082,3521,2,1
1,NewOrder,1766848927.724516,23937,0,1
1,NewOrder,1766848927.724610,27751,2,1
1,NewOrder,1766848927.728561,26914,1,1
1,NewOrder,1766848927.728739,30389,3,1
2,Payment,1766848927.748479,10736,0,1
3,OrderStatus,1766848927.752392,2264,2,1
2,Payment,1766848927.754684,8435,2,1
1,NewOrder,1766848927.755486,31080,1,1
2,Payment,1766848927.759159,17257,3,1
2,Payment,1766848927.759222,13691,0,1
1,NewOrder,1766848927.763153,37639,2,1
2,Payment,1766848927.772938,18714,0,1
1,NewOrder,1766848927.776439,34860,3,1
2,Payment,1766848927.786597,14823,1,1
1,NewOrder,1766848927.791687,26580,0,1
2,Payment,1766848927.800819,9328,2,1
1,NewOrder,1766848927.801441,125032,1,1
1,NewOrder,1766848927.810186,120481,2,1
2,Payment,1766848927.811324,18272,3,1
1,NewOrder,1766848927.818300,112358,0,1
1,NewOrder,1766848927.829621,98886,3,1
2,Payment,1766848927.926503,10112,1,1
4,Delivery,1766848927.928515,96589,3,1
1,NewOrder,1766848927.930665,41766,0,1
2,Payment,1766848927.930697,13360,2,1
1,NewOrder,1766848927.936641,47765,1,1
1,NewOrder,1766848927.944083,38127,2,1
1,NewOrder,1766848927.972460,25223,0,1
2,Payment,1766848927.982235,12624,2,1
5,StockLevel,1766848927.984428,5904,1,1
2,Payment,1766848927.990356,13667,1,1
1,NewOrder,1766848927.994887,55448,2,1
1,NewOrder,1766848927.997708,32818,0,1
1,NewOrder,1766848928.004051,48128,1,1
2,Payment,1766848928.025132,15327,3,1
1,NewOrder,1766848928.030552,27414,0,1
5,StockLevel,1766848928.040476,4395,3,1
1,NewOrder,1766848928.044891,67849,3,1
3,OrderStatus,1766848928.050361,2138,2,1
1,NewOrder,1766848928.052204,56197,1,1
2,Payment,1766848928.052505,7609,2,1
2,Payment,1766848928.057990,13983,0,1
1,NewOrder,1766848928.060135,52065,2,1
2,Payment,1766848928.071997,11654,0,1
1,NewOrder,1766848928.083684,24773,0,1
2,Payment,1766848928.108428,16570,1,1
2,Payment,1766848928.108478,16416,0,1
2,Payment,1766848928.112220,15674,2,1
1,NewOrder,1766848928.112748,34000,3,1
2,Payment,1766848928.124917,10915,0,1
2,Payment,1766848928.125022,13837,1,1
2,Payment,1766848928.127920,13427,2,1
4,Delivery,1766848928.135856,80067,0,1
1,NewOrder,1766848928.138885,51444,1,1
2,Payment,1766848928.141367,11414,2,1
1,NewOrder,1766848928.146774,37606,3,1
2,Payment,1766848928.152805,15282,2,1
4,Delivery,1766848928.168114,76782,2,1
1,NewOrder,1766848928.184418,25311,3,1
1,NewOrder,1766848928.190353,36849,1,1
2,Payment,1766848928.209762,12281,3,1
1,NewOrder,1766848928.215962,21683,0,1
1,NewOrder,1766848928.222067,32740,3,1
1,NewOrder,1766848928.227225,20502,1,1
4,Delivery,1766848928.237678,69095,0,1
2,Payment,1766848928.244919,16642,2,1
2,Payment,1766848928.247743,25149,1,1
2,Payment,1766848928.254835,21701,3,1
1,NewOrder,1766848928.261584,29221,2,1
2,Payment,1766848928.272917,24358,1,1
2,Payment,1766848928.276562,14071,3,1
2,Payment,1766848928.290656,16953,3,1
4,Delivery,1766848928.290811,69036,2,1
1,NewOrder,1766848928.297285,22471,1,1
4,Delivery,1766848928.306795,63155,0,1
4,Delivery,1766848928.307629,67019,3,1
2,Payment,1766848928.319786,13211,1,1
2,Payment,1766848928.333033,10215,1,1
1,NewOrder,1766848928.343272,38121,1,1
1,NewOrder,1766848928.359875,37789,2,1
1,NewOrder,1766848928.369977,19839,0,1
1,NewOrder,1766848928.374677,38968,3,1
2,Payment,1766848928.381426,12326,1,1
2,Payment,1766848928.389842,11297,0,1
1,NewOrder,1766848928.393772,34769,1,1
2,Payment,1766848928.397703,15526,2,1
1,NewOrder,1766848928.401181,38984,0,1
1,NewOrder,1766848928.413257,39267,2,1
1,NewOrder,1766848928.413655,34698,3,1
2,Payment,1766848928.428568,16002,1,1
2,Payment,1766848928.440195,16175,0,1
2,Payment,1766848928.444588,16010,1,1
2,Payment,1766848928.448364,16180,3,1
1,NewOrder,1766848928.452545,22463,2,1
2,Payment,1766848928.456401,13489,0,1
1,NewOrder,1766848928.460626,31904,1,1
1,NewOrder,1766848928.464569,35936,3,1
2,Payment,1766848928.469915,11770,0,1
1,NewOrder,1766848928.475050,25339,2,1
2,Payment,1766848928.481712,15388,0,1
1,NewOrder,1766848928.492561,24626,1,1
1,NewOrder,1766848928.497124,23503,0,1
2,Payment,1766848928.500418,14132,2,1
1,NewOrder,1766848928.500525,30943,3,1
2,Payment,1766848928.514575,11393,2,1
1,NewOrder,1766848928.517215,30035,1,1
2,Payment,1766848928.520650,10375,0,1
1,NewOrder,1766848928.525990,25016,2,1
1,NewOrder,1766848928.531055,32017,0,1
1,NewOrder,1766848928.531727,25924,3,1
1,NewOrder,1766848928.547279,49257,1,1
2,Payment,1766848928.551029,12383,2,1
1,NewOrder,1766848928.557682,46694,3,1
2,Payment,1766848928.563095,13884,0,1
1,NewOrder,1766848928.563419,24655,2,1
1,NewOrder,1766848928.577004,38659,0,1
1,NewOrder,1766848928.588100,41156,2,1
1,NewOrder,1766848928.596563,33591,1,1
2,Payment,1766848928.604411,18002,3,1
1,NewOrder,1766848928.615700,45092,0,1
1,NewOrder,1766848928.622437,50610,3,1
4,Delivery,1766848928.629283,74110,2,1
1,NewOrder,1766848928.630177,51842,1,1
2,Payment,1766848928.660830,7294,0,1
3,OrderStatus,1766848928.668169,5912,0,1
2,Payment,1766848928.673072,15512,3,1
1,NewOrder,1766848928.674092,28180,0,1
1,NewOrder,1766848928.682041,43288,1,1
2,Payment,1766848928.688611,16461,3,1
1,NewOrder,1766848928.702298,29036,0,1
2,Payment,1766848928.703409,11642,2,1
3,OrderStatus,1766848928.705099,3982,3,1
2,Payment,1766848928.709099,14309,3,1
1,NewOrder,1766848928.715091,24804,2,1
2,Payment,1766848928.723444,12978,3,1
5,StockLevel,1766848928.725353,2969,1,1
2,Payment,1766848928.728347,10856,1,1
1,NewOrder,1766848928.731361,36285,0,1
2,Payment,1766848928.736449,11849,3,1
1,NewOrder,1766848928.739229,32380,1,1
2,Payment,1766848928.739905,9626,2,1
4,Delivery,1766848928.748327,87054,3,1
1,NewOrder,1766848928.749553,27095,2,1
1,NewOrder,1766848928.767681,19709,0,1
1,NewOrder,1766848928.771633,27375,1,1
2,Payment,1766848928.776688,12389,2,1
1,NewOrder,1766848928.787419,34003,0,1
2,Payment,1766848928.789096,8505,2,1
1,NewOrder,1766848928.797625,23389,2,1
2,Payment,1766848928.799035,9464,1,1
2,Payment,1766848928.808526,7719,1,1
1,NewOrder,1766848928.816271,16832,1,1
1,NewOrder,1766848928.821039,31183,2,1
2,Payment,1766848928.821429,7451,0,1
1,NewOrder,1766848928.828903,17674,0,1
2,Payment,1766848928.833129,9212,1,1
2,Payment,1766848928.835403,9565,3,1
2,Payment,1766848928.842367,9810,1,1
2,Payment,1766848928.845677,9070,3,1
1,NewOrder,1766848928.846586,26174,0,1
2,Payment,1766848928.852200,9868,1,1
1,NewOrder,1766848928.852241,25905,2,1
1,NewOrder,1766848928.854812,25798,3,1
4,Delivery,1766848928.862092,60689,1,1
1,NewOrder,1766848928.872781,21920,0,1
2,Payment,1766848928.878171,9627,2,1
2,Payment,1766848928.880643,8529,3,1
4,Delivery,1766848928.887823,56435,2,1
4,Delivery,1766848928.889183,54712,3,1
1,NewOrder,1766848928.894727,22818,0,1
2,Payment,1766848928.917567,11059,0,1
1,NewOrder,1766848928.922804,23880,1,1
2,Payment,1766848928.928650,11254,0,1
2,Payment,1766848928.939931,14011,0,1
3,OrderStatus,1766848928.943920,3257,3,1
1,NewOrder,1766848928.944277,28792,2,1
1,NewOrder,1766848928.946977,23863,1,1
5,StockLevel,1766848928.947184,2445,3,1
2,Payment,1766848928.949654,10392,3,1
1,NewOrder,1766848928.953957,30236,0,1
2,Payment,1766848928.960074,8284,3,1
2,Payment,1766848928.968382,12615,3,1
2,Payment,1766848928.970867,15607,1,1
2,Payment,1766848928.973091,13144,2,1
1,NewOrder,1766848928.981020,37524,3,1
2,Payment,1766848928.984221,12851,0,1
1,NewOrder,1766848928.986255,22964,2,1
1,NewOrder,1766848928.986480,36158,1,1
2,Payment,1766848928.997100,9337,0,1
1,NewOrder,1766848929.006463,26011,0,1
4,Delivery,1766848929.009344,60249,2,1
1,NewOrder,1766848929.018566,16648,3,1
1,NewOrder,1766848929.022692,19252,1,1
1,NewOrder,1766848929.032503,28103,0,1
1,NewOrder,1766848929.035240,31691,3,1
4,Delivery,1766848929.041972,64099,1,1
2,Payment,1766848929.060633,14496,0,1
1,NewOrder,1766848929.066960,25619,3,1
1,NewOrder,1766848929.069616,29228,2,1
1,NewOrder,1766848929.075151,33735,0,1
1,NewOrder,1766848929.092605,31183,3,1
1,NewOrder,1766848929.098874,27555,2,1
2,Payment,1766848929.106097,9381,1,1
2,Payment,1766848929.108904,9324,0,1
1,NewOrder,1766848929.115501,18810,1,1
3,OrderStatus,1766848929.118241,2791,0,1
1,NewOrder,1766848929.121055,19686,0,1
1,NewOrder,1766848929.123812,39484,3,1
2,Payment,1766848929.126458,10249,2,1
1,NewOrder,1766848929.134339,37155,1,1
1,NewOrder,1766848929.136735,30988,2,1
1,NewOrder,1766848929.140756,22864,0,1
1,NewOrder,1766848929.163324,23215,3,1
4,Delivery,1766848929.163625,50232,0,1
1,NewOrder,1766848929.167747,31121,2,1
2,Payment,1766848929.171522,11518,1,1
2,Payment,1766848929.183065,9654,1,1
2,Payment,1766848929.186557,9338,3,1
2,Payment,1766848929.192745,9092,1,1
4,Delivery,1766848929.195917,45124,3,1
1,NewOrder,1766848929.198888,21031,2,1
1,NewOrder,1766848929.201860,24208,1,1
2,Payment,1766848929.213883,9093,0,1
1,NewOrder,1766848929.219942,27264,2,1
2,Payment,1766848929.222986,7016,0,1
2,Payment,1766848929.226087,7412,1,1
2,Payment,1766848929.230013,7596,0,1
2,Payment,1766848929.233510,10591,1,1
2,Payment,1766848929.237634,19122,0,1
1,NewOrder,1766848929.241064,31030,3,1
2,Payment,1766848929.244125,12785,1,1
2,Payment,1766848929.247218,13132,2,1
1,NewOrder,1766848929.256784,30890,0,1
2,Payment,1766848929.256930,11395,1,1
5,StockLevel,1766848929.260375,2934,2,1
2,Payment,1766848929.263330,12117,2,1
2,Payment,1766848929.268348,9574,1,1
4,Delivery,1766848929.272115,57613,3,1
2,Payment,1766848929.275488,9579,2,1
2,Payment,1766848929.277943,13163,1,1
1,NewOrder,1766848929.285096,37085,2,1
1,NewOrder,1766848929.287686,38378,0,1
2,Payment,1766848929.291127,11445,1,1
2,Payment,1766848929.302600,10392,1,1
1,NewOrder,1766848929.313019,26194,1,1
2,Payment,1766848929.322203,12910,2,1
1,NewOrder,1766848929.326090,29151,0,1
1,NewOrder,1766848929.329749,32766,3,1
2,Payment,1766848929.335136,10295,2,1
1,NewOrder,1766848929.339246,27079,1,1
2,Payment,1766848929.345453,14088,2,1
2,Payment,1766848929.355268,14764,0,1
1,NewOrder,1766848929.359565,29516,2,1
1,NewOrder,1766848929.362531,35487,3,1
2,Payment,1766848929.366340,10314,1,1
2,Payment,1766848929.370043,9912,0,1
1,NewOrder,1766848929.376690,31241,1,1
1,NewOrder,1766848929.379973,31830,0,1
1,NewOrder,1766848929.389094,30479,2,1
4,Delivery,1766848929.398049,69081,3,1
1,NewOrder,1766848929.407955,36796,1,1
1,NewOrder,1766848929.411818,28318,0,1
2,Payment,1766848929.419597,12653,2,1
3,OrderStatus,1766848929.432278,2609,2,1
1,NewOrder,1766848929.434902,28375,2,1
1,NewOrder,1766848929.440203,31662,0,1
2,Payment,1766848929.444781,14199,1,1
1,NewOrder,1766848929.459003,22234,1,1
1,NewOrder,1766848929.463300,22013,2,1
1,NewOrder,1766848929.467138,26364,3,1
1,NewOrder,1766848929.471886,28052,0,1
5,StockLevel,1766848929.481264,2378,1,1
1,NewOrder,1766848929.483657,40349,1,1
1,NewOrder,1766848929.485326,31422,2,1
4,Delivery,1766848929.493527,82859,3,1
1,NewOrder,1766848929.499962,49557,0,1
3,OrderStatus,1766848929.516773,6259,2,1
2,Payment,1766848929.523052,22820,2,1
1,NewOrder,1766848929.524029,50177,1,1
1,NewOrder,1766848929.545897,26168,2,1
1,NewOrder,1766848929.549537,25203,0,1
2,Payment,1766848929.572097,6371,2,1
1,NewOrder,1766848929.574238,35016,1,1
2,Payment,1766848929.574747,10158,0,1
1,NewOrder,1766848929.576395,13179,3,1
2,Payment,1766848929.578481,6770,2,1
4,Delivery,1766848929.584928,78574,0,1
2,Payment,1766848929.585258,6779,2,1
4,Delivery,1766848929.589600,78484,3,1
1,NewOrder,1766848929.592061,28175,2,1
2,Payment,1766848929.609280,12199,1,1
5,StockLevel,1766848929.620264,2341,2,1
2,Payment,1766848929.621508,19233,1,1
2,Payment,1766848929.622616,12952,2,1
2,Payment,1766848929.635597,9751,2,1
2,Payment,1766848929.640765,12831,1,1
2,Payment,1766848929.645373,7094,2,1
2,Payment,1766848929.652493,7933,2,1
2,Payment,1766848929.653618,9506,1,1
1,NewOrder,1766848929.660456,46280,2,1
1,NewOrder,1766848929.663150,50952,1,1
1,NewOrder,1766848929.663521,35373,0,1
1,NewOrder,1766848929.668108,57280,3,1
2,Payment,1766848929.698915,11930,0,1
1,NewOrder,1766848929.706761,39355,2,1
1,NewOrder,1766848929.710875,50501,0,1
1,NewOrder,1766848929.714128,55679,1,1
2,Payment,1766848929.725539,11111,3,1
1,NewOrder,1766848929.736683,40813,3,1
1,NewOrder,1766848929.746140,31131,2,1
1,NewOrder,1766848929.761404,31460,0,1
2,Payment,1766848929.769834,9632,1,1
2,Payment,1766848929.777294,10731,2,1
1,NewOrder,1766848929.777518,41310,3,1
2,Payment,1766848929.779484,17362,1,1
2,Payment,1766848929.788060,9959,2,1
1,NewOrder,1766848929.792893,24155,0,1
4,Delivery,1766848929.796871,91196,1,1
2,Payment,1766848929.798027,10285,2,1
1,NewOrder,1766848929.808338,43455,2,1
2,Payment,1766848929.817073,12753,0,1
1,NewOrder,1766848929.818842,50071,3,1
2,Payment,1766848929.829859,15026,0,1
1,NewOrder,1766848929.844912,62206,0,1
1,NewOrder,1766848929.851821,52880,2,1
2,Payment,1766848929.868945,17689,3,1
2,Payment,1766848929.886672,12198,3,1
4,Delivery,1766848929.888087,99167,1,1
2,Payment,1766848929.898896,18953,3,1
1,NewOrder,1766848929.904754,39640,2,1
1,NewOrder,1766848929.907172,23575,0,1
2,Payment,1766848929.917877,21024,3,1
1,NewOrder,1766848929.930773,43152,0,1
2,Payment,1766848929.938925,16026,3,1
1,NewOrder,1766848929.944422,51044,2,1
1,NewOrder,1766848929.954976,43066,3,1
5,StockLevel,1766848929.973947,3228,0,1
2,Payment,1766848929.977200,11257,0,1
2,Payment,1766848929.987278,17557,1,1
2,Payment,1766848929.988464,12143,0,1
2,Payment,1766848929.995491,11154,2,1
2,Payment,1766848929.998066,12804,3,1
2,Payment,1766848930.000627,12959,0,1
1,NewOrder,1766848930.004849,42942,1,1
1,NewOrder,1766848930.006678,24430,2,1
2,Payment,1766848930.010885,16061,3,1
2,Payment,1766848930.013611,10467,0,1
2,Payment,1766848930.024111,9896,0,1
3,OrderStatus,1766848930.026971,7525,3,1
1,NewOrder,1766848930.031128,42594,2,1
3,OrderStatus,1766848930.034279,3873,0,1
2,Payment,1766848930.034514,13275,3,1
2,Payment,1766848930.038174,11436,0,1
1,NewOrder,1766848930.047815,27370,1,1
2,Payment,1766848930.047818,11239,3,1
1,NewOrder,1766848930.049624,40108,0,1
2,Payment,1766848930.059080,7858,3,1
2,Payment,1766848930.066963,14667,3,1
1,NewOrder,1766848930.073751,44323,2,1
1,NewOrder,1766848930.075203,57601,1,1
1,NewOrder,1766848930.081655,39422,3,1
2,Payment,1766848930.089760,10825,0,1
4,Delivery,1766848930.100614,74904,0,1
1,NewOrder,1766848930.118102,31716,2,1
1,NewOrder,1766848930.121096,46454,3,1
2,Payment,1766848930.132838,16632,1,1
2,Payment,1766848930.149493,17896,1,1
1,NewOrder,1766848930.149839,33457,2,1
2,Payment,1766848930.167420,11194,1,1
2,Payment,1766848930.167571,12577,3,1
1,NewOrder,1766848930.175546,23748,0,1
2,Payment,1766848930.178643,13777,1,1
1,NewOrder,1766848930.180169,33699,3,1
2,Payment,1766848930.183310,12201,2,1
1,NewOrder,1766848930.192446,43352,1,1
2,Payment,1766848930.195532,15581,2,1
1,NewOrder,1766848930.199319,30530,0,1
5,StockLevel,1766848930.211307,2003,2,1
1,NewOrder,1766848930.213323,17597,2,1
2,Payment,1766848930.213876,11232,3,1
2,Payment,1766848930.225179,17494,3,1
2,Payment,1766848930.229876,14919,0,1
1,NewOrder,1766848930.230932,38588,2,1
2,Payment,1766848930.235830,15005,1,1
1,NewOrder,1766848930.242706,41950,3,1
2,Payment,1766848930.244814,14468,0,1
1,NewOrder,1766848930.250860,54833,1,1
2,Payment,1766848930.259311,20800,0,1
2,Payment,1766848930.269548,22456,2,1
1,NewOrder,1766848930.280138,37972,0,1
2,Payment,1766848930.284691,17566,3,1
2,Payment,1766848930.292027,13671,2,1
2,Payment,1766848930.302285,10049,3,1
1,NewOrder,1766848930.305716,43117,1,1
1,NewOrder,1766848930.305720,36397,2,1
2,Payment,1766848930.312357,11787,3,1
2,Payment,1766848930.318144,8536,0,1
4,Delivery,1766848930.324167,89511,3,1
2,Payment,1766848930.326700,11887,0,1
1,NewOrder,1766848930.338609,36209,0,1
2,Payment,1766848930.342174,13227,2,1
2,Payment,1766848930.348863,12452,1,1
1,NewOrder,1766848930.355429,35865,2,1
3,OrderStatus,1766848930.361339,2466,1,1
1,NewOrder,1766848930.363821,45266,1,1
2,Payment,1766848930.374843,12885,0,1
1,NewOrder,1766848930.387753,41244,0,1
1,NewOrder,1766848930.391316,42165,2,1
1,NewOrder,1766848930.409119,38776,1,1
1,NewOrder,1766848930.413702,23613,3,1
5,StockLevel,1766848930.429023,2714,0,1
1,NewOrder,1766848930.431760,22433,0,1
2,Payment,1766848930.433497,11543,2,1
2,Payment,1766848930.437344,15873,3,1
1,NewOrder,1766848930.445067,39023,2,1
3,OrderStatus,1766848930.447915,5888,1,1
1,NewOrder,1766848930.453238,39193,3,1
2,Payment,1766848930.453810,20532,1,1
2,Payment,1766848930.454207,9328,0,1
2,Payment,1766848930.463561,16388,0,1
2,Payment,1766848930.474374,14120,1,1
2,Payment,1766848930.479974,10670,0,1
1,NewOrder,1766848930.484115,36834,2,1
1,NewOrder,1766848930.488514,39531,1,1
1,NewOrder,1766848930.490675,36806,0,1
2,Payment,1766848930.492454,18876,3,1
4,Delivery,1766848930.511354,86781,3,1
5,StockLevel,1766848930.520976,3522,2,1
2,Payment,1766848930.524524,13598,2,1
2,Payment,1766848930.527499,12314,0,1
5,StockLevel,1766848930.528052,7912,1,1
1,NewOrder,1766848930.535991,48682,1,1
1,NewOrder,1766848930.538153,36234,2,1
1,NewOrder,1766848930.539830,40569,0,1
1,NewOrder,1766848930.574414,37758,2,1
1,NewOrder,1766848930.580427,35297,0,1
1,NewOrder,1766848930.584747,21067,1,1
1,NewOrder,1766848930.598168,29028,3,1
2,Payment,1766848930.605839,16258,1,1
3,OrderStatus,1766848930.612205,4269,2,1
1,NewOrder,1766848930.615746,30980,0,1
1,NewOrder,1766848930.616482,25952,2,1
1,NewOrder,1766848930.622120,31753,1,1
1,NewOrder,1766848930.627231,49128,3,1
1,NewOrder,1766848930.642458,40981,2,1
1,NewOrder,1766848930.646752,40282,0,1
1,NewOrder,1766848930.653900,37475,1,1
1,NewOrder,1766848930.676387,39925,3,1
1,NewOrder,1766848930.683463,32304,2,1
3,OrderStatus,1766848930.687056,3472,0,1
2,Payment,1766848930.690553,11113,0,1
1,NewOrder,1766848930.691396,28475,1,1
